GENOME	ENTROPIES for motif lengths [1 2 3 4 5]
42541508061751028012456937621652641604	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.421875000000001e+00 3.500000000000000e+00
318055475964841469815284001056220513497	1.000000000000000e+00 2.000000000000000e+00 2.911842089725438e+00 3.335937500000001e+00 3.500000000000000e+00
167672498828879368977296856361438436256	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.375000000000001e+00 3.500000000000000e+00
272088705772026188041571856108813679918	1.000000000000000e+00 2.000000000000000e+00 2.939262206946743e+00 3.453125000000000e+00 3.500000000000000e+00
218797989609501918629780961579555716333	1.000000000000000e+00 2.000000000000000e+00 2.937194531114786e+00 3.437500000000000e+00 3.500000000000000e+00
218161481193652968486264134012484022154	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.369102441389349e+00 3.500000000000000e+00
290144131011203066693185719519548129519	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.445312500000000e+00 3.500000000000000e+00
108433066489030795787995532018885549886	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.382812500000001e+00 3.500000000000000e+00
157416497774931393240277849798586291143	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.375000000000001e+00 3.500000000000000e+00
147249659768077373148827808376033600721	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.476562500000000e+00 3.500000000000000e+00
146995919243137982301891929113496264635	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.460937500000000e+00 3.500000000000000e+00
98369971923134269759101186917013897234	1.000000000000000e+00 2.000000000000000e+00 2.937194531114786e+00 3.406250000000000e+00 3.500000000000000e+00
11748862327464036600969125734468715443	1.000000000000000e+00 2.000000000000000e+00 2.901334449350856e+00 3.306602441389349e+00 3.500000000000000e+00
106639056245183372278835949279170642669	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.429687500000000e+00 3.500000000000000e+00
109021341468685538997394851769287898259	1.000000000000000e+00 2.000000000000000e+00 2.898284765557394e+00 3.328125000000001e+00 3.500000000000000e+00
127271360540443941172254268609634373576	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.406250000000000e+00 3.500000000000000e+00
238314388579484893923087685888548920169	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.453125000000000e+00 3.500000000000000e+00
58806685927141293373556547896770075491	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.322227441389349e+00 3.500000000000000e+00
49811926544509625608914507007679336139	1.000000000000000e+00 2.000000000000000e+00 2.919501855282828e+00 3.320312500000001e+00 3.500000000000000e+00
326904823632854990398225334847792134340	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.359375000000002e+00 3.500000000000000e+00
108692899944012590666042028681659477039	1.000000000000000e+00 2.000000000000000e+00 2.898284765557395e+00 3.429687500000000e+00 3.500000000000000e+00
46776532329133490293667090616362637611	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.414062500000000e+00 3.500000000000000e+00
8365449174000097112345338209222344813	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.398437500000000e+00 3.500000000000000e+00
88077136997224676587143640454852085942	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.351562500000001e+00 3.500000000000000e+00
337549586691419735674594699671604796633	1.000000000000000e+00 2.000000000000000e+00 2.916959449350856e+00 3.359375000000001e+00 3.500000000000000e+00
142919400405119568976372847952911999631	1.000000000000000e+00 2.000000000000000e+00 2.892387206946741e+00 3.320312500000001e+00 3.500000000000000e+00
91781992682257081840322607265902097523	1.000000000000000e+00 2.000000000000000e+00 2.903096656297596e+00 3.359375000000001e+00 3.500000000000000e+00
57454737847061866125610304123921096730	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.453125000000000e+00 3.500000000000000e+00
33814712470930975968812001960692130696	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.453125000000000e+00 3.500000000000000e+00
332847924297559749647142568847728336822	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.369102441389348e+00 3.500000000000000e+00
262180109307386135768670918126505272459	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.476562500000000e+00 3.500000000000000e+00
84622787255539980281196090966144118281	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.445312500000000e+00 3.500000000000000e+00
214203148723712372344465287115462885048	1.000000000000000e+00 2.000000000000000e+00 2.954887206946742e+00 3.468750000000000e+00 3.500000000000000e+00
34922994617502122634042168014421597532	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.359375000000001e+00 3.500000000000000e+00
19298751621882574392180880087908750010	1.000000000000000e+00 2.000000000000000e+00 2.897199097686943e+00 3.343750000000001e+00 3.500000000000000e+00
244397294707434101720163633497495399541	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.375000000000001e+00 3.500000000000000e+00
137306810712665266069422689451458949727	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.476562500000000e+00 3.500000000000000e+00
14265757003928435573972436867915871433	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.421875000000000e+00 3.500000000000000e+00
99402051485905374487619239697611852114	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.437500000000000e+00 3.500000000000000e+00
179597077255847201246103699262134378732	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.398437500000000e+00 3.500000000000000e+00
329435590979726658819449573540339598433	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.406250000000001e+00 3.500000000000000e+00
175838509477547433596577045651087760214	1.000000000000000e+00 2.000000000000000e+00 2.874694531114784e+00 3.361289941389349e+00 3.500000000000000e+00
122006924595335710382366073521400565875	1.000000000000000e+00 2.000000000000000e+00 2.903876855282828e+00 3.421875000000000e+00 3.500000000000000e+00
56494955721562880318338023692110846222	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.484375000000000e+00 3.500000000000000e+00
112325738914436150341004023445562649138	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.390625000000001e+00 3.500000000000000e+00
236947227151247041017368879157097216012	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.390625000000001e+00 3.500000000000000e+00
245750251531553486893280900633585172475	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.343750000000002e+00 3.500000000000000e+00
35098808810183373942617262269707521289	1.000000000000000e+00 2.000000000000000e+00 2.879811890740204e+00 3.330039941389349e+00 3.500000000000000e+00
227350073749449744408264870972172199302	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.437500000000000e+00 3.500000000000000e+00
178876222559574075194377783034533173890	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.429687500000000e+00 3.500000000000000e+00
311270684952728685035776291256151665913	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.359375000000001e+00 3.500000000000000e+00
19859472633734483106711647237323694492	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.406250000000000e+00 3.500000000000000e+00
95511190307349099763878443822700766397	1.000000000000000e+00 2.000000000000000e+00 2.937194531114786e+00 3.382812500000001e+00 3.500000000000000e+00
69720527662870699838772656400565262053	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.375000000000001e+00 3.500000000000000e+00
212944093625670888961718636969465231026	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.414062500000000e+00 3.500000000000000e+00
20768792167128092615384573452637918315	1.000000000000000e+00 2.000000000000000e+00 2.929534765557393e+00 3.429687500000000e+00 3.500000000000000e+00
156903122607099560035064853225772858041	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.375000000000001e+00 3.500000000000000e+00
8215413381748245614887173576946756263	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.359375000000001e+00 3.500000000000000e+00
655214007663724878497244971681628470	1.000000000000000e+00 2.000000000000000e+00 2.954887206946741e+00 3.437500000000000e+00 3.500000000000000e+00
105256107223780056320288056509055060200	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.400352441389348e+00 3.500000000000000e+00
334952618190815775519956140820507041035	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.421875000000002e+00 3.500000000000000e+00
291322776434881348192868061189624767439	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.367187500000000e+00 3.500000000000000e+00
115879263790295458198369698113411715084	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.429687500000000e+00 3.500000000000000e+00
267085331138070601113994982474181939304	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.453125000000001e+00 3.500000000000000e+00
189065382444370058032932218786541110860	1.000000000000000e+00 2.000000000000000e+00 2.945159765557395e+00 3.437500000000000e+00 3.500000000000000e+00
219958089865774144937059156628882775537	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.390625000000000e+00 3.500000000000000e+00
231209597483856151835754721259419013539	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.398437500000000e+00 3.500000000000000e+00
181067216539736952583312297084119308579	1.000000000000000e+00 2.000000000000000e+00 2.945159765557395e+00 3.382812500000001e+00 3.500000000000000e+00
25813956472741375834095812232075684231	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.367187500000001e+00 3.500000000000000e+00
317231104004894705790950011043527724732	1.000000000000000e+00 2.000000000000000e+00 2.908994214908247e+00 3.300704882778696e+00 3.500000000000000e+00
307372880266895928752681990137204550712	1.000000000000000e+00 2.000000000000000e+00 2.898284765557395e+00 3.382812500000001e+00 3.500000000000000e+00
75303968880086689270905947341158260520	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.292892382778697e+00 3.500000000000000e+00
117801228210791399464222880171251949536	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.406250000000001e+00 3.500000000000000e+00
47244518076423075839400448218357550532	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.375000000000001e+00 3.500000000000000e+00
65759954233601277882250947645946723398	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.369102441389349e+00 3.500000000000000e+00
5825211834355806485447075886192876647	1.000000000000000e+00 2.000000000000000e+00 2.900046972504133e+00 3.322227441389349e+00 3.500000000000000e+00
85420203468532862988884385471656663420	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.390625000000001e+00 3.500000000000000e+00
327474253949926483180720168404727679933	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.437500000000000e+00 3.500000000000000e+00
238676403906735891217765362369282689515	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.408164941389348e+00 3.500000000000000e+00
237317017891564332218298926929241532410	1.000000000000000e+00 2.000000000000000e+00 2.945159765557395e+00 3.429687500000000e+00 3.500000000000000e+00
302366258260057414426545225954495553178	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.367187500000001e+00 3.500000000000000e+00
75631045800767280961302156794321737855	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.398437500000001e+00 3.500000000000000e+00
49614626398855633654732004698266100525	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.359375000000001e+00 3.500000000000000e+00
117233287222674440392664425822325865276	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.367187500000001e+00 3.500000000000000e+00
295599392475268331733269089519560646075	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.437500000000000e+00 3.500000000000000e+00
144164067179710492579834990176491880637	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.382812500000001e+00 3.500000000000000e+00
111786305005907942317251610446412683918	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.453125000000001e+00 3.500000000000000e+00
318650093443500041619870382380407407916	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.437500000000000e+00 3.500000000000000e+00
29329283510733558747073529181443254980	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.343750000000002e+00 3.500000000000000e+00
30925062814740748990678230858711007597	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.453125000000000e+00 3.500000000000000e+00
153690208128622717977577562936259426157	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.353477441389349e+00 3.500000000000000e+00
183955515733385289917116672687171952590	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.453125000000000e+00 3.500000000000000e+00
133759130484847616442517913846106407469	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.414062500000000e+00 3.500000000000000e+00
239807140031828339796216347966758472111	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.414062500000000e+00 3.500000000000000e+00
196686197687180789804079424130043431365	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.429687500000001e+00 3.500000000000000e+00
139728218648907814141205505006703597566	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.375000000000001e+00 3.500000000000000e+00
266719219713051309468587034904782968442	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.390625000000000e+00 3.500000000000000e+00
5859891867860717964031573836297684257	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.330039941389349e+00 3.500000000000000e+00
43467926711330363278137758920262487210	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.453125000000000e+00 3.500000000000000e+00
157333576686327315083010498181506201037	1.000000000000000e+00 2.000000000000000e+00 2.909774413893481e+00 3.312500000000001e+00 3.500000000000000e+00
47708984265464904073098999029025628492	1.000000000000000e+00 2.000000000000000e+00 2.943092089725438e+00 3.421875000000000e+00 3.500000000000000e+00
50899462184673795372547656586294719867	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.351562500000000e+00 3.500000000000000e+00
191046333025827282040628532683701795487	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.453125000000000e+00 3.500000000000000e+00
182596993335017975790067932130068945877	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.453125000000000e+00 3.500000000000000e+00
218665772851027475048384484989698522802	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.445312500000000e+00 3.500000000000000e+00
149505363443490748351792020454761875820	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.476562500000000e+00 3.500000000000000e+00
46438550488659893906089752249797429923	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.382812500000001e+00 3.500000000000000e+00
188851661032260940153743801098627221072	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.390625000000001e+00 3.500000000000000e+00
300964649289660791139106983146974509631	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.382812500000002e+00 3.500000000000000e+00
11693814979577134408896168305548333804	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.406250000000000e+00 3.500000000000000e+00
260907965479969758228547016463327064088	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.453125000000000e+00 3.500000000000000e+00
331517058918717405183356045674317761699	1.000000000000000e+00 2.000000000000000e+00 2.929534765557395e+00 3.414062500000000e+00 3.500000000000000e+00
318057208555071510484616399129138794901	1.000000000000000e+00 2.000000000000000e+00 2.935432324168047e+00 3.445312500000001e+00 3.500000000000000e+00
143029279555611324405677225091074536179	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.382812500000000e+00 3.500000000000000e+00
315424474903984975790210286752852952445	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.375000000000001e+00 3.500000000000000e+00
309142535837242876695670121398235381721	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.421875000000001e+00 3.500000000000000e+00
34916258460073240656180457564521859751	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.445312500000000e+00 3.500000000000000e+00
139733311118429274908225403246982136320	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.382812500000000e+00 3.500000000000000e+00
225608888310608862442977692849244174188	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.330039941389348e+00 3.500000000000000e+00
227984293029938890552569222331032799386	1.000000000000000e+00 2.000000000000000e+00 2.914891773518899e+00 3.382812500000001e+00 3.500000000000000e+00
167494104041170661000669420848763242919	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.406250000000000e+00 3.500000000000000e+00
58457581893823726866695040872751713048	1.000000000000000e+00 2.000000000000000e+00 2.908012206946741e+00 3.312500000000001e+00 3.500000000000000e+00
17128845613086548547963666977567211118	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.476562500000000e+00 3.500000000000000e+00
23725772495626318497589792742154174659	1.000000000000000e+00 2.000000000000000e+00 2.868016773518900e+00 3.382812500000001e+00 3.500000000000000e+00
283143906047346619397674006624027077685	1.000000000000000e+00 2.000000000000000e+00 2.925704882778698e+00 3.429687500000001e+00 3.500000000000000e+00
244196592485964325143182269252062005198	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.359375000000001e+00 3.500000000000000e+00
63850043478599724190815212081564998756	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.398437500000000e+00 3.500000000000000e+00
150443868796340754123675294884648435013	1.000000000000000e+00 2.000000000000000e+00 2.895436890740204e+00 3.343750000000001e+00 3.500000000000000e+00
292607275133435925869007266191053971187	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.414062500000000e+00 3.500000000000000e+00
33728292191036316886080729426229467862	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.414062500000000e+00 3.500000000000000e+00
292299429932203605122350188676396815987	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.382812500000000e+00 3.500000000000000e+00
328576169303703849263102017032969775073	1.000000000000000e+00 2.000000000000000e+00 2.913909765557394e+00 3.361289941389348e+00 3.500000000000000e+00
182617699061822450042909264580496470170	1.000000000000000e+00 2.000000000000000e+00 2.937194531114786e+00 3.414062500000000e+00 3.500000000000000e+00
54502409607991446297309857225810474907	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.421875000000000e+00 3.500000000000000e+00
126513699188143784845775384254063271613	1.000000000000000e+00 2.000000000000000e+00 2.908012206946741e+00 3.322227441389349e+00 3.500000000000000e+00
150915378989327256267904291080275096452	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.390625000000000e+00 3.500000000000000e+00
99745237310569782061637100511338825599	1.000000000000000e+00 2.000000000000000e+00 2.951057324168047e+00 3.445312500000000e+00 3.500000000000000e+00
173688369495769572072379052915458453928	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.343750000000001e+00 3.500000000000000e+00
295856563873699255402787706533008250303	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.367187500000001e+00 3.500000000000000e+00
40482994464375073209196894598631994973	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.322227441389349e+00 3.500000000000000e+00
185254378884408656359951787811575714613	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.414062500000000e+00 3.500000000000000e+00
123718324127466152784717816458277514397	1.000000000000000e+00 2.000000000000000e+00 2.892387206946742e+00 3.328125000000000e+00 3.500000000000000e+00
174622799407664575818393763453561215674	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.367187500000001e+00 3.500000000000000e+00
298536541971634221984462511749223540473	1.000000000000000e+00 2.000000000000000e+00 2.913909765557394e+00 3.400352441389348e+00 3.500000000000000e+00
50013708587606646756639916959941086280	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.406250000000000e+00 3.500000000000000e+00
33919497896459199325985882055298923656	1.000000000000000e+00 2.000000000000000e+00 2.893369214908247e+00 3.351562500000001e+00 3.500000000000000e+00
71087989754492659151787534510192148612	1.000000000000000e+00 2.000000000000000e+00 2.913909765557393e+00 3.398437500000000e+00 3.500000000000000e+00
222970317081954606970739433739524184115	1.000000000000000e+00 2.000000000000000e+00 2.886489648336089e+00 3.335937500000000e+00 3.500000000000000e+00
302743851425977557028056690629336369262	1.000000000000000e+00 2.000000000000000e+00 2.899266773518899e+00 3.406250000000000e+00 3.500000000000000e+00
326918142698232621326981474351621188248	1.000000000000000e+00 2.000000000000000e+00 2.908012206946741e+00 3.406250000000000e+00 3.500000000000000e+00
322227990818172173367279816059759076910	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.382812500000001e+00 3.500000000000000e+00
16894304165712317984725395442489742152	1.000000000000000e+00 2.000000000000000e+00 2.956954882778698e+00 3.460937500000000e+00 3.500000000000000e+00
336193583176141400728895449804403333263	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.369102441389349e+00 3.500000000000000e+00
259335668719702460526275094290297710658	1.000000000000000e+00 2.000000000000000e+00 2.935432324168046e+00 3.415977441389348e+00 3.500000000000000e+00
277537636736245853090443617262951426523	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.429687500000000e+00 3.500000000000000e+00
122418976615614315693143942561184801008	1.000000000000000e+00 2.000000000000000e+00 2.947227441389350e+00 3.421875000000001e+00 3.500000000000000e+00
119618691639954974522976471588254052306	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.375000000000001e+00 3.500000000000000e+00
47335556668434298943354742720489170670	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.429687500000000e+00 3.500000000000000e+00
127645681926569079530557505911387723602	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.351562500000001e+00 3.500000000000000e+00
168620697120591377073999130942869234792	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.453125000000000e+00 3.500000000000000e+00
202596908790626574301417014261262935045	1.000000000000000e+00 2.000000000000000e+00 2.943092089725436e+00 3.421875000000000e+00 3.500000000000000e+00
42152674432777618496943893696776768805	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.337852441389349e+00 3.500000000000000e+00
200608656120528998213502286235665583135	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.421875000000000e+00 3.500000000000000e+00
81673109900230868169029315595677928773	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.375000000000000e+00 3.500000000000000e+00
308207522850584997601204041127155130808	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.398437500000002e+00 3.500000000000000e+00
213128537602494419846264014551805466850	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.343750000000001e+00 3.500000000000000e+00
135332749002145469198667101330273149192	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.314414941389349e+00 3.500000000000000e+00
79287298815790119193505627562359988010	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.382812500000000e+00 3.500000000000000e+00
19509465340160206554014821463994803728	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.400352441389348e+00 3.500000000000000e+00
308486847483393793568228409918157027748	1.000000000000000e+00 2.000000000000000e+00 2.920789332129551e+00 3.398437500000001e+00 3.500000000000000e+00
45774318942084163694556236347075865362	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.375000000000001e+00 3.500000000000000e+00
31438868006208579425776381317676320045	1.000000000000000e+00 2.000000000000000e+00 2.886489648336089e+00 3.343750000000001e+00 3.500000000000000e+00
251189342859565620986438257494292739814	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.337852441389349e+00 3.500000000000000e+00
275106237335524854347312019608907558338	1.000000000000000e+00 2.000000000000000e+00 2.913909765557394e+00 3.382812500000000e+00 3.500000000000000e+00
333795094113797828104412536780507069305	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.460937500000000e+00 3.500000000000000e+00
223260293331003093279020844183267555376	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.414062500000000e+00 3.500000000000000e+00
184245642992962448063543859162038545390	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.375000000000000e+00 3.500000000000000e+00
156553272410193370104341151377699441960	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.375000000000002e+00 3.500000000000000e+00
82319923572087739517261973961571987751	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.398437500000002e+00 3.500000000000000e+00
279610428857334999257508946169233528880	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.351562500000000e+00 3.500000000000000e+00
307201236342665830080714388741129863090	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.343750000000001e+00 3.500000000000000e+00
14021349251259398857915808204310878852	1.000000000000000e+00 2.000000000000000e+00 2.960784765557395e+00 3.445312500000000e+00 3.500000000000000e+00
84895633361247708334912018200029754490	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.398437500000001e+00 3.500000000000000e+00
287044078324046404099677257159885616378	1.000000000000000e+00 2.000000000000000e+00 2.909774413893480e+00 3.406250000000001e+00 3.500000000000000e+00
78455081904037927490581797702993061263	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.406250000000000e+00 3.500000000000000e+00
41844512327906277637387416512329614669	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.437500000000002e+00 3.500000000000000e+00
101475296493030572110264418388119618439	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.414062500000000e+00 3.500000000000000e+00
24024091676466180608471702361585956419	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.382812500000001e+00 3.500000000000000e+00
99282161584488308499911182259103390163	1.000000000000000e+00 2.000000000000000e+00 2.945159765557393e+00 3.375000000000001e+00 3.500000000000000e+00
131850403717502914854102742269622839105	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.328125000000001e+00 3.500000000000000e+00
56506546910024694203893476370927944046	1.000000000000000e+00 2.000000000000000e+00 2.902114648336090e+00 3.351562500000000e+00 3.500000000000000e+00
67466569963110199651490510431841482606	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.437500000000000e+00 3.500000000000000e+00
131896328993949571605777214100435196901	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.367187500000001e+00 3.500000000000000e+00
234905813038974100392421323046448360274	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.335937500000001e+00 3.500000000000000e+00
296765641918521020875601040360414111157	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.375000000000001e+00 3.500000000000000e+00
155506052672341859550493150383174463673	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.429687500000000e+00 3.500000000000000e+00
89305442072030486209828585607289236041	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.414062500000000e+00 3.500000000000000e+00
292721027266889774126330592048201984849	1.000000000000000e+00 2.000000000000000e+00 2.902114648336090e+00 3.367187500000001e+00 3.500000000000000e+00
124037652264300031902178065731762118328	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.406250000000000e+00 3.500000000000000e+00
224228735344985141756523695270807230656	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.337852441389349e+00 3.500000000000000e+00
310785900127931526661833684642798420698	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.335937500000001e+00 3.500000000000000e+00
166002675880433318133836253855541773370	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.398437500000002e+00 3.500000000000000e+00
