GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8]
145828247359048294535437117708625339883	1.000000000000000e+00 2.000000000000000e+00 2.771217089725436e+00 3.150199706946741e+00 3.322227441389350e+00 3.421875000000002e+00 3.484375000000000e+00 3.500000000000000e+00
309432878259309841838775005533177785528	1.000000000000000e+00 2.000000000000000e+00 2.843444531114785e+00 3.267539941389350e+00 3.421875000000001e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
265159290827136857037562583847786645583	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.375000000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
74762704355288777979482797732519872851	1.000000000000000e+00 2.000000000000000e+00 2.878524413893480e+00 3.206954882778697e+00 3.359375000000001e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
158906105662821148816109812652494597067	1.000000000000000e+00 2.000000000000000e+00 2.905944531114786e+00 3.187347265557393e+00 3.347579882778697e+00 3.439414941389348e+00 3.484375000000000e+00 3.500000000000000e+00
161289118480242630293295000057030205039	1.000000000000000e+00 2.000000000000000e+00 2.741456375548433e+00 3.154182324168045e+00 3.369102441389348e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
266711180689203051307017876892038071538	1.000000000000000e+00 2.000000000000000e+00 2.849342089725437e+00 3.246017382778697e+00 3.400352441389348e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
226751624669703980745921859661079553052	1.000000000000000e+00 2.000000000000000e+00 2.775046972504131e+00 3.158012206946742e+00 3.337852441389349e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
318147200558595502858650046491699749984	1.000000000000000e+00 2.000000000000000e+00 2.858289332129552e+00 3.234375000000001e+00 3.390625000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
112693869561892622668844594838242854747	1.000000000000000e+00 2.000000000000000e+00 2.843444531114785e+00 3.197227441389350e+00 3.353477441389348e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
33044628593525605291700143779039124645	1.000000000000000e+00 2.000000000000000e+00 2.751964015923014e+00 3.136642382778698e+00 3.357307324168044e+00 3.431602441389348e+00 3.484375000000000e+00 3.500000000000000e+00
183369387164224962192681146707318233883	1.000000000000000e+00 2.000000000000000e+00 2.876762206946741e+00 3.322227441389350e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
174580583240864368809691360999692082724	1.000000000000000e+00 2.000000000000000e+00 2.757861574533666e+00 3.148284765557392e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
114919936369860969874669449712012217214	1.000000000000000e+00 2.000000000000000e+00 2.883641773518900e+00 3.253829882778697e+00 3.384727441389348e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
16713380217555964666138220991104554035	1.000000000000000e+00 2.000000000000000e+00 2.845512206946742e+00 3.306602441389349e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
28096865349818941732164767536585458228	1.000000000000000e+00 2.000000000000000e+00 2.762978934159086e+00 3.158164941389350e+00 3.343750000000001e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
243184258225338599257348431617774192538	1.000000000000000e+00 2.000000000000000e+00 2.883641773518900e+00 3.290977441389349e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
91703258081805824731784269202985681877	1.000000000000000e+00 2.000000000000000e+00 2.675906691754970e+00 3.036842089725436e+00 3.290977441389349e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
233460991695544725140850175842042042812	1.000000000000000e+00 2.000000000000000e+00 2.755013699716476e+00 3.161994824168045e+00 3.353477441389348e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
80637347969927735797361572805134422895	1.000000000000000e+00 2.000000000000000e+00 2.751964015923013e+00 3.119102441389349e+00 3.316329882778696e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
179653336674262173517445043466935597381	1.000000000000000e+00 2.000000000000000e+00 2.795789332129551e+00 3.150352441389350e+00 3.343750000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
339441481687102682110793780149754267081	1.000000000000000e+00 2.000000000000000e+00 2.830869214908247e+00 3.175704882778698e+00 3.337852441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
257546282607215053159053082525384710701	1.000000000000000e+00 2.000000000000000e+00 2.781926539076290e+00 3.140472265557395e+00 3.337852441389350e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
27510074487680220623661573624084536139	1.000000000000000e+00 2.000000000000000e+00 2.737119214908247e+00 3.113204882778698e+00 3.312500000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
258299653355296561128143253404252713654	1.000000000000000e+00 2.000000000000000e+00 2.739186890740204e+00 3.141607007961508e+00 3.347579882778696e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
315490028382115000334508910871377382099	1.000000000000000e+00 2.000000000000000e+00 2.811414332129552e+00 3.138557324168046e+00 3.328125000000002e+00 3.445312500000001e+00 3.484375000000000e+00 3.500000000000000e+00
74154890382979464493226797419185077980	1.000000000000000e+00 2.000000000000000e+00 2.806296972504132e+00 3.220664941389348e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
65006535385172960800371128626874343124	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.337852441389349e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
158496357773157453991467342332279174736	1.000000000000000e+00 2.000000000000000e+00 2.800399413893480e+00 3.181449706946740e+00 3.331954882778696e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
237245859078575522444811242892758352182	1.000000000000000e+00 2.000000000000000e+00 2.765319531114784e+00 3.118949706946741e+00 3.322227441389349e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
125500774385582555706324691479293378652	1.000000000000000e+00 2.000000000000000e+00 2.832936890740204e+00 3.169807324168044e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.500000000000000e+00
18098621201785989851080243142029556263	1.000000000000000e+00 2.000000000000000e+00 2.753726222869752e+00 3.195159765557393e+00 3.384727441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
286557656736309346703189619932665174539	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.296875000000000e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
245306739945564650407686032639438871558	1.000000000000000e+00 2.000000000000000e+00 2.767589015923014e+00 3.146369824168045e+00 3.331954882778697e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
114232615130948984362751859052841207927	1.000000000000000e+00 2.000000000000000e+00 2.693293898701709e+00 3.138557324168045e+00 3.353477441389348e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
162419718253398625985425550557585661212	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.343750000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
241959702649662526124403603674382251386	1.000000000000000e+00 2.000000000000000e+00 2.775046972504132e+00 3.160079882778698e+00 3.337852441389349e+00 3.406250000000000e+00 3.468750000000000e+00 3.500000000000000e+00
76477137620695527547804601724327629254	1.000000000000000e+00 2.000000000000000e+00 2.758641773518899e+00 3.236289941389349e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
215489884997692779130133686223249458932	1.000000000000000e+00 2.000000000000000e+00 2.830869214908247e+00 3.189414941389350e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
168065342484248188163910887075032783260	1.000000000000000e+00 2.000000000000000e+00 2.714036258327128e+00 3.161994824168045e+00 3.375000000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
100293884866783751030594764504604735574	1.000000000000000e+00 2.000000000000000e+00 2.739186890740203e+00 3.128829882778697e+00 3.343750000000000e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
102867236517394252108266411785345714032	1.000000000000000e+00 2.000000000000000e+00 2.900046972504133e+00 3.328125000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
332995550407525708444354137288109337032	1.000000000000000e+00 2.000000000000000e+00 2.761691457312362e+00 3.173637206946742e+00 3.369102441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
170041383685658881099609032619754871415	1.000000000000000e+00 2.000000000000000e+00 2.748134133144318e+00 3.148284765557393e+00 3.375000000000002e+00 3.460937500000001e+00 3.484375000000000e+00 3.500000000000000e+00
244127025857325859944558910727628484784	1.000000000000000e+00 2.000000000000000e+00 2.748914332129551e+00 3.058364648336088e+00 3.253829882778697e+00 3.406250000000001e+00 3.484375000000000e+00 3.500000000000000e+00
291774705064706433599008188994606992566	1.000000000000000e+00 2.000000000000000e+00 2.789891773518899e+00 3.130744824168045e+00 3.306602441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
128256435243248348550130636568539081988	1.000000000000000e+00 2.000000000000000e+00 2.876762206946741e+00 3.322227441389349e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
223827138474038085488763183649367507522	1.000000000000000e+00 2.000000000000000e+00 2.853171972504133e+00 3.244102441389348e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
269095324285174572003285298195360904225	1.000000000000000e+00 2.000000000000000e+00 2.880592089725438e+00 3.298789941389349e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
263685106498708829657869232344226519798	1.000000000000000e+00 2.000000000000000e+00 2.848561890740204e+00 3.205039941389349e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
82605778288010802596112755634367674175	1.000000000000000e+00 2.000000000000000e+00 2.817311890740204e+00 3.205039941389349e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
335429234343281000430596532734007081844	1.000000000000000e+00 2.000000000000000e+00 2.679736574533666e+00 3.070159765557394e+00 3.322227441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
302944685311652113752069490022572777758	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.292892382778697e+00 3.406250000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
216449279987601671728249410382981046075	1.000000000000000e+00 2.000000000000000e+00 2.743016773518898e+00 3.148284765557393e+00 3.331954882778696e+00 3.423789941389348e+00 3.484375000000000e+00 3.500000000000000e+00
20974894034364695830515242410366495012	1.000000000000000e+00 2.000000000000000e+00 2.757861574533666e+00 3.085784765557394e+00 3.269454882778697e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
173005664067173352581141185398256521031	1.000000000000000e+00 2.000000000000000e+00 2.868796972504133e+00 3.275352441389349e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
21480304697485135541222064364412328768	1.000000000000000e+00 2.000000000000000e+00 2.850324097686943e+00 3.230392382778696e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
234696596995241473936688937599761892109	1.000000000000000e+00 2.000000000000000e+00 2.748134133144319e+00 3.154182324168045e+00 3.378829882778696e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
93094893947288900730610016358428864348	1.000000000000000e+00 2.000000000000000e+00 2.854459449350856e+00 3.277267382778697e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
121273515829369606981907507347383049877	1.000000000000000e+00 2.000000000000000e+00 2.856221656297595e+00 3.279182324168045e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
40183977042643700590122145994804980895	1.000000000000000e+00 2.000000000000000e+00 2.807786258327129e+00 3.144454882778697e+00 3.300704882778696e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
35917979832334819149739125675223236971	1.000000000000000e+00 2.000000000000000e+00 2.791959449350856e+00 3.136642382778697e+00 3.328125000000001e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
32245643619204269818384141158676790198	1.000000000000000e+00 2.000000000000000e+00 2.765521340091057e+00 3.103324706946740e+00 3.312500000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
138555713567979142354486852950074272638	1.000000000000000e+00 2.000000000000000e+00 2.710986574533666e+00 3.140472265557393e+00 3.378829882778698e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
23867908799281283923097220867514496820	1.000000000000000e+00 2.000000000000000e+00 2.855239648336089e+00 3.236289941389348e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
32264108483214617209724362434282677207	1.000000000000000e+00 2.000000000000000e+00 2.883641773518900e+00 3.244102441389349e+00 3.406250000000003e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
188915881590726856195376999727117138214	1.000000000000000e+00 2.000000000000000e+00 2.793721656297594e+00 3.160079882778696e+00 3.347579882778696e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
194777447198572898352955342249945907215	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.312500000000001e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
133214475876639954353097466450279103838	1.000000000000000e+00 2.000000000000000e+00 2.779384133144318e+00 3.076057324168046e+00 3.285079882778697e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
213770841839431291958216110992809037835	1.000000000000000e+00 2.000000000000000e+00 2.908012206946742e+00 3.359375000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
133175686370296897449341625668828130187	1.000000000000000e+00 2.000000000000000e+00 2.853171972504132e+00 3.251914941389349e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
296370672662222878978492244330603386156	1.000000000000000e+00 2.000000000000000e+00 2.778096656297594e+00 3.171722265557392e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
231063161747765115446417796806701069566	1.000000000000000e+00 2.000000000000000e+00 2.837546972504132e+00 3.269454882778696e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
34964989283604315871674760540585182609	1.000000000000000e+00 2.000000000000000e+00 2.818092089725436e+00 3.224494824168045e+00 3.406250000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
147798466203196844347053019730749377837	1.000000000000000e+00 2.000000000000000e+00 2.733289332129551e+00 3.095512206946741e+00 3.296875000000001e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
75225495952508819179662700489305681926	1.000000000000000e+00 2.000000000000000e+00 2.817006421854986e+00 3.230392382778697e+00 3.406250000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
144605087977537143571306708321129157666	1.000000000000000e+00 2.000000000000000e+00 2.807584449350856e+00 3.193244824168045e+00 3.359375000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
22298700104333275107775733255091635006	1.000000000000000e+00 2.000000000000000e+00 2.815244214908247e+00 3.185432324168044e+00 3.375000000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
158423777565002170676425789388470224719	1.000000000000000e+00 2.000000000000000e+00 2.752744214908246e+00 3.126762206946742e+00 3.310432324168045e+00 3.415977441389349e+00 3.484375000000000e+00 3.500000000000000e+00
232549517913837619607917327932619071812	1.000000000000000e+00 2.000000000000000e+00 2.770436890740203e+00 3.173789941389350e+00 3.375000000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
149104285082184503453445473881343360404	1.000000000000000e+00 2.000000000000000e+00 2.821141773518899e+00 3.228477441389351e+00 3.415977441389350e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
51261018903133981307816155857976370132	1.000000000000000e+00 2.000000000000000e+00 2.767387206946740e+00 3.222579882778697e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
116347626702385521507661737869489130502	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.353477441389351e+00 3.437500000000002e+00 3.460937500000002e+00 3.484375000000000e+00 3.500000000000000e+00
204193742277865546417157188517285599223	1.000000000000000e+00 2.000000000000000e+00 2.821921972504132e+00 3.183517382778697e+00 3.343750000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
122124335453832318853234380028187985824	1.000000000000000e+00 2.000000000000000e+00 2.743218582495172e+00 3.183517382778697e+00 3.357307324168044e+00 3.431602441389348e+00 3.484375000000000e+00 3.500000000000000e+00
70734637982921715946259043587823802981	1.000000000000000e+00 2.000000000000000e+00 2.831649413893480e+00 3.197227441389349e+00 3.375000000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
336583266824803358346356343149196915306	1.000000000000000e+00 2.000000000000000e+00 2.825751855282828e+00 3.206954882778697e+00 3.369102441389348e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
129706558397293693823613804412674491149	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.253829882778697e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
40886509475945922049844264939051264021	1.000000000000000e+00 2.000000000000000e+00 2.836766773518899e+00 3.230392382778696e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
310585056520802720222738059347779931598	1.000000000000000e+00 2.000000000000000e+00 2.746066457312361e+00 3.095512206946740e+00 3.322227441389349e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
18072221334538861167489189790477999196	1.000000000000000e+00 2.000000000000000e+00 2.802467089725436e+00 3.161994824168044e+00 3.337852441389348e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
258125114244723241107845496659304099448	1.000000000000000e+00 2.000000000000000e+00 2.732001855282828e+00 3.063482007961508e+00 3.306602441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
19745358219667915084287741632802215115	1.000000000000000e+00 2.000000000000000e+00 2.894149413893480e+00 3.298789941389349e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
279702411884888605051266290869274510349	1.000000000000000e+00 2.000000000000000e+00 2.827039332129551e+00 3.261642382778697e+00 3.406250000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
154523781369686317663439745621708986647	1.000000000000000e+00 2.000000000000000e+00 2.765319531114784e+00 3.115119824168045e+00 3.322227441389349e+00 3.445312500000002e+00 3.484375000000000e+00 3.500000000000000e+00
269402980408605661130268111044988087349	1.000000000000000e+00 2.000000000000000e+00 2.778096656297594e+00 3.201057324168045e+00 3.369102441389349e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
108467593555518410020021836033030271810	1.000000000000000e+00 2.000000000000000e+00 2.864967089725437e+00 3.275352441389350e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
273666937115132663475561455110389599506	1.000000000000000e+00 2.000000000000000e+00 2.764539332129551e+00 3.216682324168044e+00 3.369102441389348e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
122473618251740277676949675317164897560	1.000000000000000e+00 2.000000000000000e+00 2.862899413893480e+00 3.244102441389350e+00 3.437500000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
224878388167851697702998514145508540393	1.000000000000000e+00 2.000000000000000e+00 2.807584449350856e+00 3.214767382778696e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
61052578116788441978187885777286805786	1.000000000000000e+00 2.000000000000000e+00 2.806296972504132e+00 3.251914941389348e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
245070581781824405543088471089228146688	1.000000000000000e+00 2.000000000000000e+00 2.886489648336089e+00 3.314414941389350e+00 3.431602441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
37855201444312863939990917454836264496	1.000000000000000e+00 2.000000000000000e+00 2.862119214908248e+00 3.236289941389351e+00 3.375000000000001e+00 3.445312500000001e+00 3.484375000000000e+00 3.500000000000000e+00
193283679794857160437090158419494806508	1.000000000000000e+00 2.000000000000000e+00 2.846494214908247e+00 3.222579882778697e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
100038856573441120590878849454359401133	1.000000000000000e+00 2.000000000000000e+00 2.847274413893480e+00 3.191329882778698e+00 3.390625000000003e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
134940627271690913869288487754322200699	1.000000000000000e+00 2.000000000000000e+00 2.702241141105823e+00 3.087699706946742e+00 3.328125000000003e+00 3.414062500000002e+00 3.484375000000000e+00 3.500000000000000e+00
141307136512052777340951912828055678349	1.000000000000000e+00 2.000000000000000e+00 2.853171972504133e+00 3.267539941389348e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
279720420995458485780770144419830895697	1.000000000000000e+00 2.000000000000000e+00 2.857509133144319e+00 3.214767382778697e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
169022230860886360538851455635988009290	1.000000000000000e+00 2.000000000000000e+00 2.855239648336089e+00 3.226562500000002e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
55110069970119510449686989602565447768	1.000000000000000e+00 2.000000000000000e+00 2.859069531114785e+00 3.246017382778697e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
243793520266561182270989508615486557448	1.000000000000000e+00 2.000000000000000e+00 2.909774413893480e+00 3.308517382778696e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
153897612958127092406178595179434111979	1.000000000000000e+00 2.000000000000000e+00 2.842664332129551e+00 3.226562500000001e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
312640477356367111333783423118098616343	1.000000000000000e+00 2.000000000000000e+00 2.711766773518898e+00 3.097579882778697e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
196842102208897642974070376417248606320	1.000000000000000e+00 2.000000000000000e+00 2.857001855282828e+00 3.230392382778696e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
70894659875518807887346157586670141319	1.000000000000000e+00 2.000000000000000e+00 2.721494214908247e+00 3.079887206946742e+00 3.306602441389349e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
320523974369004701976716643996536145464	1.000000000000000e+00 2.000000000000000e+00 2.882659765557393e+00 3.265625000000001e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
82867779283652222207261311991699043104	1.000000000000000e+00 2.000000000000000e+00 2.745286258327129e+00 3.128829882778698e+00 3.337852441389349e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
285748717074788111010748712923275341988	1.000000000000000e+00 2.000000000000000e+00 2.752744214908247e+00 3.183517382778698e+00 3.375000000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
330237263356358611184051502408740761824	1.000000000000000e+00 2.000000000000000e+00 2.778096656297594e+00 3.257812500000000e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
155009859149568956605161818660453445351	1.000000000000000e+00 2.000000000000000e+00 2.804229296672175e+00 3.118949706946743e+00 3.285079882778698e+00 3.376914941389350e+00 3.453125000000001e+00 3.500000000000000e+00
15461082114617100986303881848458669866	1.000000000000000e+00 2.000000000000000e+00 2.876762206946741e+00 3.351562500000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
160766391041621698526756480710207703895	1.000000000000000e+00 2.000000000000000e+00 2.862899413893481e+00 3.275352441389349e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
92671982404804841734601537494268958273	1.000000000000000e+00 2.000000000000000e+00 2.923637206946741e+00 3.390625000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
123599642854784549893727464134016993759	1.000000000000000e+00 2.000000000000000e+00 2.796569531114784e+00 3.220664941389348e+00 3.343750000000001e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
93425788132618837840691656724518819677	1.000000000000000e+00 2.000000000000000e+00 2.843444531114785e+00 3.206954882778697e+00 3.359375000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
189299093043864376541346997801864123139	1.000000000000000e+00 2.000000000000000e+00 2.798637206946741e+00 3.222579882778696e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
310992531548459421564255691011203610970	1.000000000000000e+00 2.000000000000000e+00 2.827039332129551e+00 3.236289941389349e+00 3.406250000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
303175673253609624122667321244031101761	1.000000000000000e+00 2.000000000000000e+00 2.799619214908247e+00 3.142387206946741e+00 3.316329882778697e+00 3.431602441389348e+00 3.484375000000000e+00 3.500000000000000e+00
323733757121706093832810488066060560551	1.000000000000000e+00 2.000000000000000e+00 2.855239648336089e+00 3.216682324168045e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
100238861025010536782654189800803993933	1.000000000000000e+00 2.000000000000000e+00 2.761691457312362e+00 3.124847265557393e+00 3.322227441389349e+00 3.421875000000002e+00 3.484375000000000e+00 3.500000000000000e+00
199146568962007878373223577319398465510	1.000000000000000e+00 2.000000000000000e+00 2.772199097686943e+00 3.214767382778696e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
265957485163979470170591397784657010768	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.244102441389349e+00 3.390625000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.500000000000000e+00
309203882888883712873468660286811778204	1.000000000000000e+00 2.000000000000000e+00 2.737119214908247e+00 3.115119824168045e+00 3.328125000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
180935464921704120504087304974200990069	1.000000000000000e+00 2.000000000000000e+00 2.877744214908247e+00 3.275352441389349e+00 3.421875000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
55259054702948342026231439086817673327	1.000000000000000e+00 2.000000000000000e+00 2.839614648336089e+00 3.220664941389349e+00 3.375000000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
203266728641455249548962966927263600432	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.220664941389349e+00 3.359375000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
