GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7]
283892332714767046753155993435509850989	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
332606297035731243344293572027725720430	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
79512610037167462215349075108772518219	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
116905061803286817828094903020119905261	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
311680968233279325221518346781071756175	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
85764215131207952626096636667214818485	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
309974695103851886061323761241786382165	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.437500000000001e+00 3.492187500000000e+00 3.500000000000000e+00
53275200303663692853985132355836437647	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
252661515102553365984242769444478073405	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
229574753590066274965772284056016007496	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
274145299882297187229934865941386579083	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000002e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
295848042908525366933575683459323344743	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
172642901268250972504427826653252184338	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
170967197649609006219069009042798520552	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
315270643840692538512160092727628741888	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
155592416470695955764477904750780926830	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000002e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
25120610815616716138840590485822707406	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
293562606840935858783336411463027725585	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000002e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
62082188093328676260133970103651121354	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
328904889141139545771244485918053519786	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
258332726276702518529530603419140792179	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
168580547412991762920448480532757174074	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
26169782245902023449621207633707079948	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
115717075089364870227942810735493949375	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
184553568318832372549693125895567469241	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
248261186459452792845559486280749171531	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
245169576895870957339043636220371894137	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
237453997607814725909560257007578541079	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
302435937062982527117058160074295045877	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
161763815830661227051897867719741412656	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
145898021507186781748079963301046009947	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
317812704765589788748313886618150096706	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
289530950109795670175939104661550679724	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
16733325774968843263993270522452013531	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000002e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
1371816828640178101098955630446228203	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
174427802550789855108859923787159698168	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
222780632526590176370065060167578180527	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
270653405149284047130725737602616366438	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
153267092141532145862077186111920966506	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
161926672197805312013510237659245808323	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
109103415569750053790512397321386301190	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.421875000000001e+00 3.492187500000000e+00 3.500000000000000e+00
134366200759374667070564345481758346368	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
8137691099136289924261038286593175492	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
247346978663790606963974421621768204229	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
54133964725768656758579249564404868484	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
64964354395112024391677917008133399017	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000003e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
251476102562985527529994236423546058386	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
33963547129613438322275144693869533203	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
91134066702549498159625895463424085341	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
247332030122591275071386332138288951289	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
294616221422567668879588860885468963068	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
33280264201504178302828252130084364380	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
57930154100115998742980508766573284798	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
130610711515810732694358626084110424674	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.468750000000001e+00 3.484375000000000e+00 3.500000000000000e+00
108669857790977601982976262731096131598	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
268611930173580147551439582327091980168	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
118335891824974486710198235570290375819	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
288701219789956800417081135931076154878	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
206871691209449752998397143066276814698	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
84779285022475424774903159711641700177	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
210829958102700254016408318163154602211	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
338062678030857946838273046044807289873	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
12120884327617280626544258454864748168	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
151291351116621769842570414471994463425	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
332058690349900593605604829961140011352	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
213255993822535936928106272068127039032	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
104107799062926570590242108404312408872	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.468750000000001e+00 3.492187500000000e+00 3.500000000000000e+00
152965017228955439939251416210112746138	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
217812707634481513642651431884957682055	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
59026118148772334870701189872503974878	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
28915683327141222220135897191254817627	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
318341595709242607526697496417385382169	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
34279720834318755237967496271364972771	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
278237166541945839287662868353530208676	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
61131329035990044606207654583298277716	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
9644921515665958942805511408252590541	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000002e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
235881880753334891683839651865073859429	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
204409139398987933286980759313898354350	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
31846041160600690153501909160319884876	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
97134128431404439804832342655262686903	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
244555735833378976971662505778565030670	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
179735643918211861821203647971855169905	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
98969154289507161624701519305756965509	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
168408794949075179556205963024324119075	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.421875000000000e+00 3.476562500000000e+00 3.500000000000000e+00
139096273186259741275957751325769908724	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
74817120869889592754818981631881315101	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000002e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
310404106646516906536728158413594952863	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
149895678708678005408031826290019752235	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
179818313243901238660229079384428954169	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
57215499028439158313309848438254797652	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
238848162346770136931322880493094287056	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
293292236024681654067599721498890098238	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
229575605920770912716279816221007351767	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
47686571132363556763293195334270281708	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
262176985669382890865791174585388565643	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
137819527830064000910702971835453799000	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
335129630967789769310848605648295147228	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
194926107273901261645809416561572989475	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
24825778846414551425940339196988170096	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
209855816881095163339809648957380842334	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
259328338891575199467510359120746663791	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
62271868269496758676947456224338433347	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
338381412078854719153677343372541687202	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
215894468830308637863743449922930081287	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
336051306342194905477488210276313909509	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
268715650966609360468161084860726310895	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
263990056904230944722164463250691867859	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
109288814898280469823851626955131176903	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
14931296444066632853028714593276155405	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
162852186114428213928778123888724806688	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
220909833763449987133472661082698852018	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
81408169146294387043581336623706523529	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
311289272393784170969325452324749583634	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
257397705825136569395532752592820335478	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
297488764521233335389963995044619656005	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
79487286908205966452762148292912865632	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
23164872088213466141840798031641129422	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
86592231006559071857124107538276085355	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
118128778228346541483569155867075836418	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
34349687211729480843403155809594716003	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
69975705355878415301800078063904208587	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000002e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
285690306817969344910760899690583170993	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
43060054080767009969531635904107246404	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000002e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
116839446239392731498193620382116280056	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
160351062705213327845909960294938142372	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
158147050572167434568633798237776031892	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
109128665131995851308232301238188566304	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.421875000000001e+00 3.476562500000000e+00 3.500000000000000e+00
221603207487421705408027699601295793708	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000003e+00 3.437500000000002e+00 3.484375000000000e+00 3.500000000000000e+00
114062993634640259225372527522829929192	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
76673207487129936103582260852633525359	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
58195459760664356977219581518282957030	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
45891837814898883462265149516750845632	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
25125446563892353653504753983549213954	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
234513634262555768800888329564986755704	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
121274015469762837502725063486103163025	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
296883881497098955471411064802237034534	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
328222421917870170782845294047649615930	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
33757828866921565191250473745837443299	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000003e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
166490505695757729281058789918699189093	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
142211215083125670845064265501874574618	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
175567993325407222180216000833710249516	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
84955219239034373540979241774486397624	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
128661776831401209305803583935189569022	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000002e+00 3.437500000000002e+00 3.484375000000000e+00 3.500000000000000e+00
7171854566210052732604519675679414759	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
25201799817103315839254638761755868328	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
270329723237216242807406561460156755224	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
141975441989561317284135197868604243863	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000001e+00 3.484375000000000e+00 3.500000000000000e+00
274137285098361621625986323599803549662	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000002e+00 3.390625000000001e+00 3.476562500000000e+00 3.500000000000000e+00
17241044495040024250819948744516306028	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.421875000000000e+00 3.476562500000000e+00 3.500000000000000e+00
247367284493816459380238214715194790426	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
90415734770883168224193356931941046908	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
314497394450249800404170321717649856598	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
186684397311620819450754327358782615298	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
