GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7]
249214130712367239178904572672745750956	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
259855991017466859853433945298274047280	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
23738566122596238455205012963181166407	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
212389443461839656673111686121433958234	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
277649043828104165514951120303239230357	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
75311125800317190529159640540629913435	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
273124038170190994868543745651531679879	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
280006365363333253176253825038323971067	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
150723667032372991299565719302976426496	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
121283772823926512815833989845817251827	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
48732765005688437468380515848042513472	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
8927499895842090455547437998268627262	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
336415511025350413336118200455493357750	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000002e+00 3.390625000000001e+00 3.484375000000000e+00 3.500000000000000e+00
2062349422439175996406114595117885289	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
328844822595250463893019926564422311513	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
282787458193112368135623711649551333176	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
148562925583181344010131570663353870474	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
334426967115962164593915915674569132138	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
203058124578561224227517874938695129286	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
201617035834093115905872426562691198796	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000002e+00 3.406250000000001e+00 3.484375000000000e+00 3.500000000000000e+00
125448709598947224723586164325725857565	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
16374325845317629054257117160474644217	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
186369778949228441742830269617328349257	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
312075123256834363252981675753525552892	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000003e+00 3.421875000000002e+00 3.468750000000001e+00 3.500000000000000e+00
273026830119608632462860075353544258046	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
269882113064760046976213344287887319208	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
26827339532359022140548060541889134648	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
136951846992800507203692873079296609258	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.453125000000001e+00 3.492187500000000e+00 3.500000000000000e+00
223725052477110307793077927537002164583	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
288585276068402472737590341960864695537	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
236954658141625020624665247560989720438	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
73420825499815669445829475569404329192	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
285645401351884335343808248907290581733	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
26518741505832945818376409928271083010	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
211000991362324082916005573957529267736	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
142663812322713238615609270504938425056	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
47088786114567266418983853244900868841	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
199752422900174032943575749115681897464	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
315917819130368322636212919704066619949	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
279245106303380409786068896203861407780	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
105964538396697993470171457512532094355	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
78266738602711688479167799202155087215	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
335491869283718873878821168225062173526	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
154159202178268181518077931253266908697	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
269760347180001310287403340791728180213	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
176000372521861497026803452991033427320	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
271850840415401696823904327627064714654	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.390625000000001e+00 3.468750000000000e+00 3.500000000000000e+00
299055000834022098874278306582411537268	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
84387895066649968602546556677840149722	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
66037914329569730500727356630993921599	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
186733895054283575366604186416180192703	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
292502723550957397611165558824434481190	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000002e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
133165867807424418720658603346236026664	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
106412321959144531039868711844775183209	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
304979206720467374590718343810242069795	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
123839297349434348067289664269746062876	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
239443737153937665740829069813241356618	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
161221811524310434022890749151446327527	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
173226161983518292367954281696501668721	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
78227712771371199573545203419906230083	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
315012629237610210389055439202042674770	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000002e+00 3.468750000000001e+00 3.484375000000000e+00 3.500000000000000e+00
76999402356023018478604001349755842967	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000002e+00 3.453125000000001e+00 3.492187500000000e+00 3.500000000000000e+00
128044188105216323234226300875272002450	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
34880469348977654864834647576739929314	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
151872676639402373798315409765117990968	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
208647093705638571576505236377182288337	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000003e+00 3.421875000000002e+00 3.484375000000000e+00 3.500000000000000e+00
151624697143279807388848298789139797536	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
24428801381833789226485073678868423105	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
244522813160859874037152574130141497920	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
241541777880811687584843800703005858859	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
193953454269356193885226742221442318909	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
210376593528834782799522481442907660934	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.421875000000000e+00 3.492187500000000e+00 3.500000000000000e+00
32300636810275380302124425201633591153	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
276180686340703307567157843014730407327	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
82272068308324929507844187904438658509	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
200297085453353580918505891398125486625	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
334671312884010113172851993732868586720	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
256140808199639524986829256680194263780	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
84548915430313671018791387049476125987	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
243510519135560882344301603483296968890	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
