GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8 9]
247944269242146940390127031825490567961	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000001e+00 3.328125000000000e+00 3.414062500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
86113645513088675666296511283704489943	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000001e+00 3.328125000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
201900435495643635538778919357145181461	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.328125000000001e+00 3.406250000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
254168767081348240881533502512381377886	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.359375000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
2996942544426221590241422734334065258	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.312500000000001e+00 3.398437500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
223697287118939500453586352200300760324	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000004e+00 3.390625000000004e+00 3.437500000000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
168137222032015654566122041625965053797	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
314566330828830928249035043711915921005	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.328125000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
123333853743746599886445876485144053017	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.343750000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
328186591905475101883541487709661919682	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000000e+00 3.375000000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
18109597713174474068511722237974061341	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.375000000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
54125743503641606467846240638710892802	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
192280227879389829832941980009257955279	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
72609501211755678582605955927502930540	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000003e+00 3.359375000000002e+00 3.414062500000002e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
97969765023743343835821754620701846322	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
216262743464675077381839011167327572493	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000002e+00 3.390625000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
209897281085621662390172553809480833741	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
317183665471072888766072053187310749548	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
149319226824456194213658318568563114088	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000002e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
74323000200808747482244070635022010263	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.328125000000001e+00 3.414062500000001e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
128803336122072549355236886545812280846	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.375000000000002e+00 3.421875000000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
273532012892475118431734086462771251090	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
106723266825160704770536086914228360849	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000001e+00 3.375000000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
50764522977972611600562182620904601509	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000002e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
189430900463223922546350479806865595433	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.296875000000001e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
2826400011524813464445761093163897063	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000001e+00 3.328125000000001e+00 3.398437500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
224248485871463791212999109959511942925	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
178444538014172709833950415574260586887	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000003e+00 3.421875000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
153437491634818824156838367110004991567	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000003e+00 3.343750000000002e+00 3.406250000000002e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
137390754552086643392798162476480413177	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.328125000000001e+00 3.398437500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
247661661877638544136147502711754013914	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000003e+00 3.375000000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
63204943914937672840083146729750346537	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.179687500000002e+00 3.312500000000002e+00 3.398437500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
290074813472911973142642252084227554566	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.375000000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
26879443315252649451813285906593175977	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.328125000000001e+00 3.398437500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
324102171949459408545985978199672705401	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000002e+00 3.375000000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
79072750669879605510356030326739553810	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
46870436836201925468529432367576148073	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000000e+00 3.375000000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
78624374933507659631854008826496542050	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.359375000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
8628618826153072715766305626430706205	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
234220994757079194399492492240665729453	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
62296542369725698244292546558642881366	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.359375000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
6055037858247315458759539784557732868	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000002e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
277877987164574577523196911948570573298	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
257106904961746316337720632470980346543	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000000e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
99077452556155482586324517824284943067	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
15989259664951762836278854121052110101	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.343750000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
334345896548931888867743434330317765264	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000000e+00 3.375000000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
289804430992217035943757994236045141473	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.390625000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
252831035774851482502218943352894218734	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.359375000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
326818095860059876387849002226323391575	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.375000000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
174232866004562625171616354023286378102	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.375000000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
164723033885038558621566899372063083711	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
170972558976235440801473989419856020258	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000003e+00 3.312500000000002e+00 3.382812500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
195634766594836936181878603055170038003	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.359375000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
70761796641020474579770838092016795783	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
11115817911255567199484194468625402249	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
281522150598981213205658303463741266564	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.390625000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
290147435486603486256209071990828100100	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.140625000000002e+00 3.250000000000001e+00 3.359375000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.500000000000000e+00
155467730581054288267792839203695820522	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.375000000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
62153686903204409391692409363497199619	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
115637164224581574619707010965171702499	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
72436899432914213426659382674154338671	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.406250000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
168606168126501695663745793995467518010	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000002e+00 3.359375000000001e+00 3.414062500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
86850393742758443262638972625114850496	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
290260729583478608211949802176564407057	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
178363198147864612081650610440707130805	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
96041722981806703625361449124432180403	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
